"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","srs_data_resampled","tpr","fpr"
1,-1.67204783489061,1.54072554580877,-0.127402594344537,"Converged",FALSE,0.5,0.5
2,-1.90177964252326,2.19377420601163,-0.12985478371153,"Converged",FALSE,0.5,0.5
3,-1.9642660215144,1.98728302746601,-0.0574610990811201,"Converged",FALSE,0.5,0.5
4,-2.29728211436294,3.69771814410383,-0.143695309121993,"Converged",FALSE,0.5,0.5
5,-0.886729382246898,-1.22237529512945,-0.122918981320044,"Converged",FALSE,0.5,0.5
6,-0.613861729641918,-2.5896227281619,-0.0834465148863469,"Converged",FALSE,0.5,0.5
7,-3.38551414184327,5.32390434387772,-0.0822730389943924,"Converged",FALSE,0.5,0.5
8,-1.78482600302537,0.864852697278521,-0.0547897270993894,"Converged",FALSE,0.5,0.5
9,-2.55632496646635,2.68052815138616,-0.0582018023815755,"Converged",FALSE,0.5,0.5
10,-3.02872108793549,6.30204386529479,-0.203404969528472,"Converged",FALSE,0.5,0.5
11,-1.22762729986147,0.364501531096124,-0.145002361092149,"Converged",FALSE,0.5,0.5
12,-2.91772693567117,4.35749189617478,-0.105680811073014,"Converged",FALSE,0.5,0.5
13,-2.68006641309702,4.24129936040514,-0.123397240180684,"Converged",FALSE,0.5,0.5
14,-2.52039763935308,3.1198710177577,-0.0675718639233839,"Converged",FALSE,0.5,0.5
15,-1.96129083843781,1.59239437211255,-0.0737371002578456,"Converged",FALSE,0.5,0.5
16,-2.91007194483616,4.45883395020242,-0.0578983415193295,"Converged",FALSE,0.5,0.5
17,-1.61996193537955,1.26508919996837,-0.147582518862835,"Converged",FALSE,0.5,0.5
18,-2.2219527038165,2.22167008974521,-0.0730045856020024,"Converged",FALSE,0.5,0.5
19,-0.807023739247825,-0.584267396511189,-0.134525351299552,"Converged",FALSE,0.5,0.5
20,-0.963226374637938,-0.648977211766102,-0.137281227249059,"Converged",FALSE,0.5,0.5
21,-1.58143635246861,0.382467834876967,-0.0382577152934104,"Converged",FALSE,0.5,0.5
22,-2.99158432830188,4.18326421951114,-0.0411953798723953,"Converged",FALSE,0.5,0.5
23,-0.817715835102862,-2.28131883562136,-0.0586015242855375,"Converged",FALSE,0.5,0.5
24,-1.64884655618897,1.31960675220882,-0.112193344078831,"Converged",FALSE,0.5,0.5
25,-1.3456533405808,-1.1905886730897,-0.025242660354442,"Converged",FALSE,0.5,0.5
26,-1.94473208256399,1.51749849445541,-0.0831568527219827,"Converged",FALSE,0.5,0.5
27,-1.98526423582916,2.15569692857312,-0.0829212835511609,"Converged",FALSE,0.5,0.5
28,-1.46270930966674,0.888938440711719,-0.137307928857763,"Converged",FALSE,0.5,0.5
29,-2.89376229581329,3.58050853643861,-0.00749815374087389,"Converged",FALSE,0.5,0.5
30,-0.652587424039533,-2.60909587851653,-0.0536673837204611,"Converged",FALSE,0.5,0.5
31,-1.56117950357725,0.0974241492325645,-0.0610937482385552,"Converged",FALSE,0.5,0.5
32,-2.15398712718228,1.95782471308607,-0.0773985709524016,"Converged",FALSE,0.5,0.5
33,-1.32387258466643,-0.380212934631841,-0.124994103218321,"Converged",FALSE,0.5,0.5
34,-2.10221069352787,2.01097941501341,-0.0574910968197172,"Converged",FALSE,0.5,0.5
35,-2.30844410964651,3.70649131944502,-0.125442744759382,"Converged",FALSE,0.5,0.5
36,-0.409114071051034,-3.58198945443815,-0.0575732994763183,"Converged",FALSE,0.5,0.5
37,-2.78137739731789,3.71333559088595,-0.0522721501453466,"Converged",FALSE,0.5,0.5
38,-2.84683019619621,4.46225099265185,-0.0924768705696626,"Converged",FALSE,0.5,0.5
39,-2.12192316606906,3.02326339496514,-0.126806466054939,"Converged",FALSE,0.5,0.5
40,-2.34662286278099,3.12112395320161,-0.13147615287491,"Converged",FALSE,0.5,0.5
41,-2.24884400709026,3.82580348257387,-0.197557928333397,"Converged",FALSE,0.5,0.5
42,-2.63891755341907,3.06610659120617,-0.0462447618414815,"Converged",FALSE,0.5,0.5
43,-2.16812398530422,2.69486999924782,-0.113213780427494,"Converged",FALSE,0.5,0.5
44,-0.81603084583732,-0.905558955581591,-0.138104232925385,"Converged",FALSE,0.5,0.5
45,-1.2676626077603,-0.877512037946317,-0.0651638089534302,"Converged",FALSE,0.5,0.5
46,-1.87088189572496,1.76845959930912,-0.0974416979117833,"Converged",FALSE,0.5,0.5
47,-1.84483337660342,1.93558716375682,-0.139778899976953,"Converged",FALSE,0.5,0.5
48,-1.31962072657885,0.48350992230782,-0.115531712671376,"Converged",FALSE,0.5,0.5
49,-3.40176191867879,5.98365948319406,-0.095726877293831,"Converged",FALSE,0.5,0.5
50,-3.55774556036565,5.73445898114791,-0.0670316783443537,"Converged",FALSE,0.5,0.5
51,-1.80375007580848,1.66311199706911,-0.10708374987737,"Converged",FALSE,0.5,0.5
52,-2.16752469434771,3.58204887988241,-0.162952343182714,"Converged",FALSE,0.5,0.5
53,-2.01464851645758,1.78650063394344,-0.0760127877873161,"Converged",FALSE,0.5,0.5
54,-1.95687136328415,2.04854955840406,-0.0923994610123097,"Converged",FALSE,0.5,0.5
55,-3.14341460869313,5.45585188969943,-0.117573934400505,"Converged",FALSE,0.5,0.5
56,-1.22253720383133,-0.658136709562642,-0.0895201694490129,"Converged",FALSE,0.5,0.5
57,-1.12862517553309,0.500106022450631,-0.181734893290781,"Converged",FALSE,0.5,0.5
58,-1.43915871818808,0.778451930830284,-0.143673082611544,"Converged",FALSE,0.5,0.5
59,-1.510214552139,-0.314470195066891,-0.0200223858002801,"Converged",FALSE,0.5,0.5
60,-2.97669559077686,4.61873335779819,-0.0912122004023479,"Converged",FALSE,0.5,0.5
61,-2.19283062814395,1.22725771535393,-0.00720541080341382,"Converged",FALSE,0.5,0.5
62,-0.966560440409693,-1.18055318482675,-0.0384670945798775,"Converged",FALSE,0.5,0.5
63,-2.53308642971988,3.08222539598621,-0.0696287054052213,"Converged",FALSE,0.5,0.5
64,-1.83626553884799,1.56401766096146,-0.0933898400343236,"Converged",FALSE,0.5,0.5
65,-1.41740103004842,0.110761568958393,-0.0877446211376171,"Converged",FALSE,0.5,0.5
66,-2.64438253170592,3.82807550368778,-0.0986215618891792,"Converged",FALSE,0.5,0.5
67,-2.79235292245115,5.04711105544488,-0.150679678740946,"Converged",FALSE,0.5,0.5
68,-2.36574920211863,1.9728601799598,0.00595060648036507,"Converged",FALSE,0.5,0.5
69,-1.20905271201858,-0.737779328923889,-0.113144234317795,"Converged",FALSE,0.5,0.5
70,-1.55238046099053,1.06374552626835,-0.113009471460941,"Converged",FALSE,0.5,0.5
71,-1.79887295231673,1.69379894289751,-0.132351753329161,"Converged",FALSE,0.5,0.5
72,-2.56614826152058,2.99563930417732,-0.074318503268008,"Converged",FALSE,0.5,0.5
73,-1.99423520562997,1.2902817151901,-0.0736506683573601,"Converged",FALSE,0.5,0.5
74,-2.11880274642721,2.54723827979883,-0.160395249688575,"Converged",FALSE,0.5,0.5
75,-1.35058125915903,-0.080640925325081,-0.0713267502548461,"Converged",FALSE,0.5,0.5
76,-2.72364172326625,4.27061652782967,-0.0972437515774232,"Converged",FALSE,0.5,0.5
77,-2.11426125117093,2.15576065246755,-0.0454662155579321,"Converged",FALSE,0.5,0.5
78,-0.838801066171984,-1.57500168791565,-0.102450188883578,"Converged",FALSE,0.5,0.5
79,-2.15796167371446,3.09145238644888,-0.0877692577359702,"Converged",FALSE,0.5,0.5
80,-1.65463185716367,1.52461578260319,-0.130175464357523,"Converged",FALSE,0.5,0.5
81,-0.685121414480349,-2.03692546383287,-0.110511121861096,"Converged",FALSE,0.5,0.5
82,-2.03270898163395,1.67359821781123,-0.0675397325076802,"Converged",FALSE,0.5,0.5
83,-2.31157195070343,2.23668505258335,-0.0225787942986115,"Converged",FALSE,0.5,0.5
84,-3.13958301066936,5.16554770434921,-0.0894795495318238,"Converged",FALSE,0.5,0.5
85,-2.09558015253657,3.07690390494377,-0.14067076985557,"Converged",FALSE,0.5,0.5
86,-0.508646528249658,-2.28619343718503,-0.100266579518247,"Converged",FALSE,0.5,0.5
87,-1.8211125123402,0.76107547185667,-0.0393505379112202,"Converged",FALSE,0.5,0.5
88,-2.60291714486817,2.27549288667293,-0.00784759491961158,"Converged",FALSE,0.5,0.5
89,-2.28666063432969,2.43831232473631,-0.08391203685217,"Converged",FALSE,0.5,0.5
90,-2.53007867949116,3.91231831281746,-0.117281301656215,"Converged",FALSE,0.5,0.5
91,-2.91133305046908,4.97040046887792,-0.0477093606326828,"Converged",FALSE,0.5,0.5
92,-2.13368891050263,3.64130420328812,-0.162987504621699,"Converged",FALSE,0.5,0.5
93,-0.549150142841228,-1.39138889846297,-0.156257242630287,"Converged",FALSE,0.5,0.5
94,-2.00918211208874,1.18183547454609,-0.0338401127348292,"Converged",FALSE,0.5,0.5
95,-1.95960369521504,1.85658132946564,-0.0689339431717713,"Converged",FALSE,0.5,0.5
96,-2.97222892849315,4.75619296772295,-0.124579410253537,"Converged",FALSE,0.5,0.5
97,-0.597958038707449,-1.95630432752413,-0.115114073227166,"Converged",FALSE,0.5,0.5
98,-1.24004499440642,-0.723986730935127,-0.0661512619036589,"Converged",FALSE,0.5,0.5
99,-1.23126719596823,0.290480654569816,-0.119783606087924,"Converged",FALSE,0.5,0.5
100,-1.38436221920513,0.745099400797644,-0.139073364842408,"Converged",FALSE,0.5,0.5
101,-2.85920189748461,5.21729065410861,-0.135401072360428,"Converged",FALSE,0.5,0.5
102,-2.42941360918703,3.31000539231917,-0.119389379916908,"Converged",FALSE,0.5,0.5
103,-1.02884764508376,-0.533857133729402,-0.124958978652177,"Converged",FALSE,0.5,0.5
104,-1.82498608455386,1.53892982105072,-0.0914536668013054,"Converged",FALSE,0.5,0.5
105,-1.50774371462429,1.67440591227044,-0.172581389166853,"Converged",FALSE,0.5,0.5
106,-0.698375914281398,-2.14903915250486,-0.11241590707333,"Converged",FALSE,0.5,0.5
107,-1.4429485537827,1.1940157847169,-0.167038253792791,"Converged",FALSE,0.5,0.5
108,-2.03157548187442,2.52822564898121,-0.158045931611986,"Converged",FALSE,0.5,0.5
109,-1.95208293060459,2.17027684188666,-0.122267254638861,"Converged",FALSE,0.5,0.5
110,-1.4197152566958,0.346353515825935,-0.0938836985723507,"Converged",FALSE,0.5,0.5
111,-2.504162922716,2.73082100919583,-0.0598067326757893,"Converged",FALSE,0.5,0.5
112,-3.18998163919147,5.50698138340936,-0.0479472304682306,"Converged",FALSE,0.5,0.5
113,-1.89258287961122,2.50364544275331,-0.164671895695994,"Converged",FALSE,0.5,0.5
114,-1.69918266708133,2.53710481029331,-0.195774861318802,"Converged",FALSE,0.5,0.5
115,-1.80895560346366,0.922747752121255,-0.0657314193831168,"Converged",FALSE,0.5,0.5
116,-2.4164133957884,3.63576800132487,-0.082217548162476,"Converged",FALSE,0.5,0.5
117,-2.26223228567256,2.77322972361296,-0.0937175696886478,"Converged",FALSE,0.5,0.5
118,-2.60217541060749,2.98404439911554,-0.0505847226127106,"Converged",FALSE,0.5,0.5
119,-2.2395549314573,3.11206470156453,-0.143889955171371,"Converged",FALSE,0.5,0.5
120,-1.59362689900959,0.484802139921888,-0.0571691657929908,"Converged",FALSE,0.5,0.5
121,-2.61327490437033,3.33634248590207,-0.051801847880478,"Converged",FALSE,0.5,0.5
122,-1.96165918305985,2.80432644980583,-0.179179861644417,"Converged",FALSE,0.5,0.5
123,-2.06246623658811,2.13614481369214,-0.0806013143666143,"Converged",FALSE,0.5,0.5
124,-2.32852744146193,2.25085722480827,-0.0371055058534363,"Converged",FALSE,0.5,0.5
125,-2.46354337906742,3.98760729229044,-0.125265017106635,"Converged",FALSE,0.5,0.5
126,-2.41799101912041,3.71535785850998,-0.170671328540438,"Converged",FALSE,0.5,0.5
127,-1.07559816860929,-1.4761108279163,-0.0669658964737218,"Converged",FALSE,0.5,0.5
128,-1.79753612352565,1.70596030147257,-0.130098611498816,"Converged",FALSE,0.5,0.5
129,-1.8789624925273,0.781921333003944,-0.0326036064434145,"Converged",FALSE,0.5,0.5
130,-2.34844535429668,2.71370812432127,-0.0418671183864025,"Converged",FALSE,0.5,0.5
131,-2.266236534977,4.03875336704538,-0.141439382821218,"Converged",FALSE,0.5,0.5
132,-1.97584860986343,1.55735773067903,-0.0927224646827052,"Converged",FALSE,0.5,0.5
133,-2.44953225537644,3.8481588231534,-0.188005028321793,"Converged",FALSE,0.5,0.5
134,-1.88542219332075,2.28775274093096,-0.09217657554258,"Converged",FALSE,0.5,0.5
135,-1.80201965465387,0.568285632447081,-0.0353803352975155,"Converged",FALSE,0.5,0.5
136,-3.31026320564927,5.45970059282647,-0.0552471449464558,"Converged",FALSE,0.5,0.5
137,-3.08835649009558,5.06157271697158,-0.0634228446809476,"Converged",FALSE,0.5,0.5
138,-3.58113352224011,6.50716825855438,-0.125110320220037,"Converged",FALSE,0.5,0.5
139,-0.970360605718918,-0.980058732119675,-0.0611373831584735,"Converged",FALSE,0.5,0.5
140,-1.45287394171406,0.366605876539768,-0.0553580585966573,"Converged",FALSE,0.5,0.5
141,-1.42109182658841,-0.450613779368553,-0.0605788812282073,"Converged",FALSE,0.5,0.5
142,-2.32913710475413,3.40957839458876,-0.164108934901377,"Converged",FALSE,0.5,0.5
143,-2.89410655695896,4.91800439873728,-0.103388506405728,"Converged",FALSE,0.5,0.5
144,-2.52042202899235,4.38195053330488,-0.128832362454462,"Converged",FALSE,0.5,0.5
145,-3.09700990738259,4.93871260246702,-0.0935899675402982,"Converged",FALSE,0.5,0.5
146,-1.49886491802966,0.465546978892916,-0.0648036092264209,"Converged",FALSE,0.5,0.5
147,-1.4423605904165,0.794470044800611,-0.106880662600216,"Converged",FALSE,0.5,0.5
148,-2.17370179028626,2.78020321356215,-0.0912028404878466,"Converged",FALSE,0.5,0.5
149,-1.37638256799684,0.780014222078421,-0.149212300791016,"Converged",FALSE,0.5,0.5
150,-2.64871570334445,4.03176034982871,-0.123577822743416,"Converged",FALSE,0.5,0.5
151,-2.31031618969026,2.31990583114178,-0.0560696594183817,"Converged",FALSE,0.5,0.5
152,-1.43764465672171,0.136442510756262,-0.06543745609477,"Converged",FALSE,0.5,0.5
153,-2.34717075612834,3.83788463102225,-0.139703389722497,"Converged",FALSE,0.5,0.5
154,-2.16679818301905,2.8490316040411,-0.0900907733541522,"Converged",FALSE,0.5,0.5
155,-2.38674803994437,3.69665010332227,-0.140067797251303,"Converged",FALSE,0.5,0.5
156,-2.18788448876764,2.67038504554835,-0.0887039096021383,"Converged",FALSE,0.5,0.5
157,-1.9814241975573,1.11620523138712,-0.0595861303950808,"Converged",FALSE,0.5,0.5
158,-2.34365743014764,3.41929917157785,-0.101269773653705,"Converged",FALSE,0.5,0.5
159,-2.63277922190858,4.13217720359483,-0.114167831041277,"Converged",FALSE,0.5,0.5
160,-2.20334769133223,3.64054956840529,-0.158019369354589,"Converged",FALSE,0.5,0.5
161,-2.67591932813532,3.72788919168952,-0.0826156455223714,"Converged",FALSE,0.5,0.5
162,-3.55284715608667,5.86863889287328,-0.0437477315007572,"Converged",FALSE,0.5,0.5
163,-0.863283951818101,-2.11490155946815,-0.0656216591704755,"Converged",FALSE,0.5,0.5
164,-1.90407325354481,3.28289045174189,-0.175582314222866,"Converged",FALSE,0.5,0.5
165,-2.10000995934442,2.64908217107872,-0.114028497676814,"Converged",FALSE,0.5,0.5
166,-2.16362144990839,2.75242903556137,-0.108912366589614,"Converged",FALSE,0.5,0.5
167,-1.76683666932142,1.93079537985461,-0.137823156250829,"Converged",FALSE,0.5,0.5
168,-2.61605527195617,3.28563159531592,-0.0566897500127522,"Converged",FALSE,0.5,0.5
169,-1.28392296804378,-0.24251639895095,-0.101686775185091,"Converged",FALSE,0.5,0.5
170,-2.63415397002371,3.78922005796243,-0.0909146564946644,"Converged",FALSE,0.5,0.5
171,-2.25853995174103,2.19048707394234,-0.0683800921126118,"Converged",FALSE,0.5,0.5
172,-0.665351792342862,-2.25794006717035,-0.0720066507642812,"Converged",FALSE,0.5,0.5
173,-2.70455416525294,3.92486487547968,-0.123790517434554,"Converged",FALSE,0.5,0.5
174,-3.6353886049751,6.80920556686975,-0.0908243696197953,"Converged",FALSE,0.5,0.5
175,-1.85649532269781,1.98749140056562,-0.0850081496835646,"Converged",FALSE,0.5,0.5
176,-1.59506370357532,1.1826181834871,-0.0950650744910784,"Converged",FALSE,0.5,0.5
177,-1.46333267243703,0.371240324521234,-0.0677404091850317,"Converged",FALSE,0.5,0.5
178,-1.7608395489701,2.71946188219661,-0.170437316166253,"Converged",FALSE,0.5,0.5
179,-1.16131069472838,-0.952656654430834,-0.0510986577733219,"Converged",FALSE,0.5,0.5
180,-2.18302583300545,1.57350095388659,-0.0408419637462054,"Converged",FALSE,0.5,0.5
181,-2.03105245989438,2.81628237353781,-0.152714314098511,"Converged",FALSE,0.5,0.5
182,-2.59762222430681,5.09571086215572,-0.218197713714134,"Converged",FALSE,0.5,0.5
183,-2.1770144726044,3.15694929219843,-0.12461395942968,"Converged",FALSE,0.5,0.5
184,-3.15954639029969,3.60835174483189,-0.0426790317740626,"Converged",FALSE,0.5,0.5
185,-1.69151156766761,1.68880569594498,-0.153199048139977,"Converged",FALSE,0.5,0.5
186,-2.9491632407538,4.163901386904,-0.0640446972500719,"Converged",FALSE,0.5,0.5
187,-1.72377606203795,1.99045636651803,-0.13584729331129,"Converged",FALSE,0.5,0.5
188,-0.55355622199304,-1.41145986053573,-0.146838522308776,"Converged",FALSE,0.5,0.5
189,-3.3438361956856,7.39380113400506,-0.163163346627666,"Converged",FALSE,0.5,0.5
190,-2.46624639616182,3.21720255365882,-0.0610786432838586,"Converged",FALSE,0.5,0.5
191,-1.930394425647,2.29107768951333,-0.0922304392877376,"Converged",FALSE,0.5,0.5
192,-2.26675893898959,2.96343694129229,-0.0925405805614923,"Converged",FALSE,0.5,0.5
193,-2.14978090388446,2.97174553823854,-0.128218973788687,"Converged",FALSE,0.5,0.5
194,-2.02431229681856,2.77748417734416,-0.155625848347524,"Converged",FALSE,0.5,0.5
195,-2.79084882715006,4.13841348379347,-0.0977700705196098,"Converged",FALSE,0.5,0.5
196,-2.97777122588959,3.62703486649675,-0.00525899461990096,"Converged",FALSE,0.5,0.5
197,-2.93562775949114,4.66803116070781,-0.101581052331158,"Converged",FALSE,0.5,0.5
198,-2.12121936741225,2.53497193707432,-0.0788843275257188,"Converged",FALSE,0.5,0.5
199,-3.10117008258771,5.12908106385053,-0.0613763871185131,"Converged",FALSE,0.5,0.5
200,-1.60085094899975,1.90870827580898,-0.179393267969417,"Converged",FALSE,0.5,0.5
201,-1.65377552170692,0.345640122003859,-0.0458462164658907,"Converged",FALSE,0.5,0.5
202,-1.30593079257965,0.763351864505269,-0.121536932177003,"Converged",FALSE,0.5,0.5
203,-2.36573835610242,3.0675894451853,-0.0867186723569967,"Converged",FALSE,0.5,0.5
204,-1.73264512538895,2.18017882663349,-0.168123460324031,"Converged",FALSE,0.5,0.5
205,-1.60699026094919,0.496115294489169,-0.0710804777020427,"Converged",FALSE,0.5,0.5
206,-2.84695730418238,4.20303567535361,-0.0506093689533918,"Converged",FALSE,0.5,0.5
207,-2.37811910850336,3.01012469688255,-0.100894295371839,"Converged",FALSE,0.5,0.5
208,-2.18136884984207,2.34521686166707,-0.0889704820924006,"Converged",FALSE,0.5,0.5
209,-1.69321692990471,1.06540823764079,-0.120463761919774,"Converged",FALSE,0.5,0.5
210,-3.08157834912211,6.03042097240637,-0.11715145033738,"Converged",FALSE,0.5,0.5
211,-0.97416671929909,-0.802587850274273,-0.118465922716262,"Converged",FALSE,0.5,0.5
212,-2.48929603541013,3.07860588767987,-0.102185934898184,"Converged",FALSE,0.5,0.5
213,-2.28154390986702,3.2395747183186,-0.0954954971941994,"Converged",FALSE,0.5,0.5
214,-1.05294980242355,-1.45514606901106,-0.0680903151475852,"Converged",FALSE,0.5,0.5
215,-0.907252083497963,-2.00995873031847,-0.0362480034296144,"Converged",FALSE,0.5,0.5
216,-2.27617368567801,3.25030082846719,-0.113300347634382,"Converged",FALSE,0.5,0.5
217,-2.34075079959614,2.50788170067707,-0.0832483972058233,"Converged",FALSE,0.5,0.5
218,NA,NA,NA,"MAX_ITER reached",FALSE,0.5,0.5
219,-1.97357547002736,2.03315250279809,-0.102078087487735,"Converged",FALSE,0.5,0.5
220,-1.60281274544715,0.720447920094198,-0.09159477544126,"Converged",FALSE,0.5,0.5
221,-2.00118000327229,1.03780302219999,-0.0423216535149386,"Converged",FALSE,0.5,0.5
222,-2.06973461294625,2.50995374813948,-0.10858812146582,"Converged",FALSE,0.5,0.5
223,-2.35106497823505,3.74874609756004,-0.128112828895055,"Converged",FALSE,0.5,0.5
224,-2.47038083780575,3.3081242492288,-0.106300590848906,"Converged",FALSE,0.5,0.5
225,-1.00672976038025,-1.2676159716224,-0.0650224422686596,"Converged",FALSE,0.5,0.5
226,-1.75283408750562,0.883905633564393,-0.0647107535300339,"Converged",FALSE,0.5,0.5
227,-1.99475590469558,1.89178291588919,-0.0981671929250939,"Converged",FALSE,0.5,0.5
228,-0.0976259054462904,-4.50482624594607,-0.0804335090066512,"Converged",FALSE,0.5,0.5
229,-1.36721505789273,1.50104778424161,-0.191238770397929,"Converged",FALSE,0.5,0.5
230,-2.83414532944784,4.43563705372372,-0.0810640206865117,"Converged",FALSE,0.5,0.5
231,-2.39814988480704,3.53845326918882,-0.117796885131182,"Converged",FALSE,0.5,0.5
232,-0.912678017388396,-2.03642550211733,-0.0804712124948869,"Converged",FALSE,0.5,0.5
233,-1.6747516167954,0.745295516292558,-0.0578484325002548,"Converged",FALSE,0.5,0.5
234,-3.26265040623259,5.60521670359354,-0.0871690884736659,"Converged",FALSE,0.5,0.5
235,-2.11205302371133,2.19615229451045,-0.0948545959610596,"Converged",FALSE,0.5,0.5
236,-2.29420679677897,3.61957649474014,-0.172072838454664,"Converged",FALSE,0.5,0.5
237,-2.55019288696493,3.72893403711038,-0.102146099999934,"Converged",FALSE,0.5,0.5
238,-1.65380884418301,0.290712780320757,-0.0658002044528916,"Converged",FALSE,0.5,0.5
239,-1.47637672696617,1.44248810955215,-0.183644443469193,"Converged",FALSE,0.5,0.5
240,-2.40857800233961,4.74588116367496,-0.181804470318314,"Converged",FALSE,0.5,0.5
241,-2.1154467217513,2.50982107564781,-0.088254202024967,"Converged",FALSE,0.5,0.5
242,-1.63861796273898,-0.37473643557649,-0.0276666940667197,"Converged",FALSE,0.5,0.5
243,-1.87654367007177,2.08876740570892,-0.1355973194761,"Converged",FALSE,0.5,0.5
244,-1.04468975458954,-1.10015337157706,-0.0749756383772937,"Converged",FALSE,0.5,0.5
245,-1.88475533322489,1.57746763464746,-0.0659903125379773,"Converged",FALSE,0.5,0.5
246,-1.1459306598097,-0.347321133375467,-0.124536696267066,"Converged",FALSE,0.5,0.5
247,-1.85696936183751,1.03209391253081,-0.0762040519246107,"Converged",FALSE,0.5,0.5
248,-2.79982599110947,4.73716535076438,-0.0915621441121253,"Converged",FALSE,0.5,0.5
249,-4.33386579822114,9.27381102001964,-0.0854339952424371,"Converged",FALSE,0.5,0.5
