"sim","optMLE2_beta0","optMLE2_beta1","optMLE2_beta2","optMLE2_conv_msg","optMLE_wave1_est","optMLE_data_resampled","optMLE_sing_inf","tpr","fpr"
1,-1.8662485776391,2.19846665258111,-0.127036463668047,"Converged","CC",FALSE,FALSE,0.8,0.2
2,-1.99838471758614,2.18124118539257,-0.114663805474549,"Converged","MLE",FALSE,FALSE,0.8,0.2
3,-2.17590747065799,2.41552019316579,-0.0724599647809681,"Converged","CC",FALSE,FALSE,0.8,0.2
4,-2.39591356045802,3.15380425189688,-0.0684644471044482,"Converged","MLE",FALSE,FALSE,0.8,0.2
5,-2.08913207594983,2.95741128721445,-0.160166441331524,"Converged","CC",FALSE,FALSE,0.8,0.2
6,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.8,0.2
7,-2.05344732281674,1.7706681810438,-0.088308056619397,"Converged","MLE",FALSE,FALSE,0.8,0.2
8,-1.85925493962055,1.14823232071018,-0.0685602700478263,"Converged","MLE",FALSE,FALSE,0.8,0.2
9,-2.95999527888648,3.61659102610577,-0.048260616215167,"Converged","MLE",FALSE,FALSE,0.8,0.2
10,-3.12830421963731,5.88559565797843,-0.168354497570493,"Converged","MLE",FALSE,FALSE,0.8,0.2
11,-1.26014831693195,0.163559604822654,-0.142164225385437,"Converged","CC",FALSE,FALSE,0.8,0.2
12,-2.85416049399779,3.72141807848429,-0.0517559009889308,"Converged","CC",FALSE,FALSE,0.8,0.2
13,-2.16140143235215,2.49360605645596,-0.146462568484514,"Converged","CC",FALSE,FALSE,0.8,0.2
14,-2.07308407796441,1.73452915029086,-0.0685390344726559,"Converged","MLE",FALSE,FALSE,0.8,0.2
15,-1.08347906659818,-0.531047856981082,-0.123474961346657,"Converged","CC",FALSE,FALSE,0.8,0.2
16,-1.8945266782455,2.01356062026267,-0.135092679569735,"Converged","CC",TRUE,FALSE,0.8,0.2
17,-2.33731324957601,2.08304257759029,-0.045154665385147,"Converged","MLE",FALSE,FALSE,0.8,0.2
18,-1.44049955673103,1.31132401676431,-0.139734912628749,"Converged","MLE",FALSE,FALSE,0.8,0.2
19,-2.59265285639722,4.37500297563333,-0.15121304343799,"Converged","MLE",FALSE,FALSE,0.8,0.2
20,-1.08041477003038,-0.265475777522928,-0.101952893807381,"Converged","MLE",FALSE,FALSE,0.8,0.2
21,-3.38701833673951,5.32122397439959,-0.0402263513987696,"Converged","CC",FALSE,FALSE,0.8,0.2
22,-2.57701863532318,2.89337128498912,-0.0334914737469646,"Converged","MLE",FALSE,FALSE,0.8,0.2
23,-1.66826982150843,1.90630448917554,-0.174695689535928,"Converged","MLE",FALSE,FALSE,0.8,0.2
24,-1.93971754973546,1.8347721824566,-0.0798284578343899,"Converged","CC",FALSE,FALSE,0.8,0.2
25,-2.27041518220287,1.77291227125194,-0.0369966668300715,"Converged","CC",FALSE,FALSE,0.8,0.2
26,-2.16460288670656,1.33976742129097,0.00675642421529203,"Converged","MLE",FALSE,FALSE,0.8,0.2
27,-2.25197234342197,2.41812191025403,-0.121735410076705,"Converged","MLE",FALSE,FALSE,0.8,0.2
28,-2.24763690532901,2.1766781569061,-0.0684916823655919,"Converged","MLE",FALSE,FALSE,0.8,0.2
29,-1.29953944025243,0.748118242482187,-0.143984336038833,"Converged","MLE",FALSE,FALSE,0.8,0.2
30,-1.66884840562991,1.08080636949939,-0.0890478579684427,"Converged","CC",TRUE,FALSE,0.8,0.2
31,-0.908862581569869,-1.24971647738178,-0.120844964314015,"Converged","CC",TRUE,FALSE,0.8,0.2
32,-1.45342323341649,1.72908671833402,-0.17022536788369,"Converged","MLE",FALSE,FALSE,0.8,0.2
33,-2.28612389148164,2.2610376243721,-0.0362209944874776,"Converged","CC",FALSE,FALSE,0.8,0.2
34,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.8,0.2
35,-2.44048991328024,2.90154053034791,-0.0874164821303504,"Converged","MLE",FALSE,FALSE,0.8,0.2
36,-2.6475850523158,4.04450275514653,-0.0974923510811583,"Converged","CC",FALSE,FALSE,0.8,0.2
37,-2.60206134424733,4.20816121424905,-0.121692407540953,"Converged","MLE",FALSE,FALSE,0.8,0.2
38,-2.1301066208449,3.13843171259307,-0.194666832698511,"Converged","MLE",FALSE,FALSE,0.8,0.2
39,-1.68520563047485,1.10711000552863,-0.121765252467266,"Converged","CC",FALSE,FALSE,0.8,0.2
40,-2.8962775615227,4.39249011105626,-0.134510373390773,"Converged","CC",FALSE,FALSE,0.8,0.2
41,-2.01218918412017,3.11738839545069,-0.174742639439447,"Converged","CC",FALSE,FALSE,0.8,0.2
42,-2.20650486049056,1.62874254891698,-0.0301535771424797,"Converged","MLE",FALSE,FALSE,0.8,0.2
43,-1.19102429612206,0.0737547230612912,-0.122917181593629,"Converged","MLE",FALSE,FALSE,0.8,0.2
44,-1.6456418797949,1.16846640313406,-0.133045593831427,"Converged","CC",TRUE,FALSE,0.8,0.2
45,-2.97170090946248,4.75141971157859,-0.088176112519673,"Converged","CC",FALSE,FALSE,0.8,0.2
46,-2.30216836576404,2.30696732264211,-0.0483396777589516,"Converged","MLE",FALSE,FALSE,0.8,0.2
47,-1.24755799308354,-0.284249480802872,-0.116156674953342,"Converged","MLE",FALSE,FALSE,0.8,0.2
48,-1.77886499768569,1.79166931213628,-0.128271048140209,"Converged","CC",FALSE,FALSE,0.8,0.2
49,-2.56529642149194,4.13826878431074,-0.0995220623765819,"Converged","MLE",FALSE,FALSE,0.8,0.2
50,-1.27126643001547,-0.105524503706984,-0.148905714686814,"Converged","CC",FALSE,FALSE,0.8,0.2
51,-2.2893314302211,1.58412931359665,-0.0102988055599976,"Converged","CC",FALSE,FALSE,0.8,0.2
52,-1.37496729190419,-0.15979493987827,-0.0520888638603772,"Converged","CC",FALSE,FALSE,0.8,0.2
53,-2.51743088897318,4.85211028358918,-0.144979100251774,"Converged","MLE",FALSE,FALSE,0.8,0.2
54,-2.41683489219105,2.84167258516498,-0.0673272227017264,"Converged","MLE",FALSE,FALSE,0.8,0.2
55,-2.16905527961366,2.02426040902005,-0.0655512743868961,"Converged","MLE",FALSE,FALSE,0.8,0.2
56,-1.84937798014076,2.96001389678914,-0.235196949947632,"Converged","MLE",FALSE,FALSE,0.8,0.2
57,-1.4215687842302,0.844789066058937,-0.104967022560429,"Converged","MLE",FALSE,FALSE,0.8,0.2
58,-2.27518973439971,3.09754746803181,-0.104427546327578,"Converged","MLE",FALSE,FALSE,0.8,0.2
59,-1.33041140589195,1.19104992888508,-0.162778357025191,"Converged","CC",FALSE,FALSE,0.8,0.2
60,-0.916854838628215,-0.550580708018797,-0.114614566101139,"Converged","MLE",FALSE,FALSE,0.8,0.2
61,-2.0882015490517,1.62699305904871,-0.025557438652958,"Converged","CC",FALSE,FALSE,0.8,0.2
62,NA,NA,NA,"MAX_ITER reached","MLE",FALSE,FALSE,0.8,0.2
63,-1.22333830629193,-0.496308012773604,-0.0956161637699747,"Converged","CC",FALSE,FALSE,0.8,0.2
64,-2.53917928626463,3.13141790371036,-0.0777895108308302,"Converged","MLE",FALSE,FALSE,0.8,0.2
65,-1.55809111726206,1.50868533970755,-0.150790535920178,"Converged","MLE",FALSE,FALSE,0.8,0.2
66,-1.79750938357766,1.51575753782142,-0.141541016795479,"Converged","MLE",FALSE,FALSE,0.8,0.2
67,-1.18561759376579,-0.913372858849097,-0.0553109170281435,"Converged","CC",FALSE,FALSE,0.8,0.2
68,-2.73815776466993,2.87929575824376,-0.0186238589022365,"Converged","MLE",FALSE,FALSE,0.8,0.2
69,-1.53395445476302,0.864019113820106,-0.122803065407077,"Converged","MLE",FALSE,FALSE,0.8,0.2
70,-1.75078306717241,1.4992641199679,-0.152239284557411,"Converged","CC",FALSE,FALSE,0.8,0.2
71,-2.0100423406007,2.75277224796739,-0.145864827807311,"Converged","CC",FALSE,FALSE,0.8,0.2
72,-1.72946490958075,1.84054509304069,-0.157463470023918,"Converged","MLE",FALSE,FALSE,0.8,0.2
73,-1.56110786042955,1.24278594640714,-0.135208001429581,"Converged","MLE",FALSE,FALSE,0.8,0.2
74,-2.7199064742563,4.43101168928645,-0.110738232167284,"Converged","CC",FALSE,FALSE,0.8,0.2
75,-1.73804462604892,0.997066282017499,-0.117138251215029,"Converged","MLE",FALSE,FALSE,0.8,0.2
76,-2.38237133961847,3.6197237738767,-0.122925911527702,"Converged","MLE",TRUE,FALSE,0.8,0.2
77,-2.1423833671027,2.358628073248,-0.0789691058553993,"Converged","MLE",FALSE,FALSE,0.8,0.2
78,-1.66910359885996,0.875241265567855,-0.0748743823708411,"Converged","CC",FALSE,FALSE,0.8,0.2
79,-0.755007026151111,-1.48485930371737,-0.173389749475559,"Converged","CC",FALSE,FALSE,0.8,0.2
80,-2.52822350994518,2.9424807092085,-0.0523058220277758,"Converged","MLE",FALSE,FALSE,0.8,0.2
81,-1.88907037057939,2.23377565928843,-0.114656996795386,"Converged","MLE",FALSE,FALSE,0.8,0.2
82,-3.21657100094034,4.43936912466965,0.0254859107071864,"Converged","MLE",FALSE,FALSE,0.8,0.2
83,-2.4251605655733,1.86176741312456,0.0278552144976402,"Converged","CC",FALSE,FALSE,0.8,0.2
84,-1.98583361683521,2.7237412890355,-0.124325946981928,"Converged","CC",FALSE,FALSE,0.8,0.2
85,-1.34740271836255,0.130420039826538,-0.0931846473868776,"Converged","CC",FALSE,FALSE,0.8,0.2
86,-2.38685287704168,3.29762039372015,-0.0798860859786236,"Converged","MLE",FALSE,FALSE,0.8,0.2
87,-1.7498951960174,1.64183654504126,-0.142798230705444,"Converged","CC",FALSE,FALSE,0.8,0.2
88,-2.2176313425892,2.83003060869691,-0.125159893650283,"Converged","MLE",FALSE,FALSE,0.8,0.2
89,-2.2275471219272,2.75734147905438,-0.111417787767173,"Converged","CC",FALSE,FALSE,0.8,0.2
90,-2.03880836376931,2.48728262596455,-0.129160349469811,"Converged","MLE",FALSE,FALSE,0.8,0.2
91,-2.57347775541242,3.62513893806141,-0.130169751208591,"Converged","MLE",FALSE,FALSE,0.8,0.2
92,-1.04215390386164,-0.0670174178141613,-0.164786066387937,"Converged","MLE",FALSE,FALSE,0.8,0.2
93,-2.18100253453017,2.00180389083383,-0.0617231527796382,"Converged","MLE",FALSE,FALSE,0.8,0.2
94,-1.60913365295808,1.97091264259249,-0.150864719016951,"Converged","CC",FALSE,FALSE,0.8,0.2
95,-2.53094176262032,3.76316703985331,-0.132707704344354,"Converged","MLE",FALSE,FALSE,0.8,0.2
96,-1.90790788684009,1.87339440842125,-0.114207866886465,"Converged","CC",FALSE,FALSE,0.8,0.2
97,-2.39214533328955,4.40440124931581,-0.160529259993108,"Converged","MLE",FALSE,FALSE,0.8,0.2
98,-2.34665592202731,3.58165352856507,-0.111373509825068,"Converged","CC",FALSE,FALSE,0.8,0.2
99,-2.54038954395818,3.75648133566456,-0.0904695327435121,"Converged","MLE",FALSE,FALSE,0.8,0.2
100,-1.88524272050609,1.27342311492532,-0.0669026483428067,"Converged","MLE",FALSE,FALSE,0.8,0.2
101,-1.82643778398295,1.54126728367334,-0.113651879791311,"Converged","MLE",FALSE,FALSE,0.8,0.2
102,-3.1635112424655,5.36719713237853,-0.128246451024767,"Converged","MLE",FALSE,FALSE,0.8,0.2
103,-1.81341736609739,2.05767699920763,-0.122034513212817,"Converged","CC",FALSE,FALSE,0.8,0.2
104,-1.9420863846284,2.2953853177605,-0.108306005771409,"Converged","MLE",FALSE,FALSE,0.8,0.2
105,-2.69140723023264,3.70806984880615,-0.0866854422211432,"Converged","MLE",FALSE,FALSE,0.8,0.2
106,-0.892397895508655,-0.393336027193531,-0.154976335192689,"Converged","MLE",TRUE,FALSE,0.8,0.2
107,-1.80585560421488,2.00137859699497,-0.15734045593155,"Converged","MLE",FALSE,FALSE,0.8,0.2
108,-1.33344693319147,0.4833137189041,-0.121619120746633,"Converged","CC",FALSE,FALSE,0.8,0.2
109,-1.30929584037476,1.00043595355128,-0.192338998220318,"Converged","MLE",FALSE,FALSE,0.8,0.2
110,-1.65812425987055,2.12438831318456,-0.152617451623458,"Converged","MLE",FALSE,FALSE,0.8,0.2
111,-2.65320058502809,3.66357759642702,-0.0463867245785423,"Converged","MLE",FALSE,FALSE,0.8,0.2
112,-2.15070147026055,2.79296251429557,-0.134264636625394,"Converged","CC",FALSE,FALSE,0.8,0.2
113,-1.80308053485075,1.14960162802945,-0.0499541762801109,"Converged","MLE",FALSE,FALSE,0.8,0.2
114,-1.69374915131986,1.15930405619572,-0.0960273786113209,"Converged","MLE",FALSE,FALSE,0.8,0.2
115,-2.2005014491807,1.80722861664367,-0.0634914401395663,"Converged","MLE",FALSE,FALSE,0.8,0.2
116,-0.89197095321883,-1.00953441212033,-0.0948011838987223,"Converged","CC",FALSE,FALSE,0.8,0.2
117,-2.49163452299009,4.35190040485969,-0.139320757038671,"Converged","MLE",FALSE,FALSE,0.8,0.2
118,-1.80302729596271,0.592137722487505,-0.0574433310437145,"Converged","CC",FALSE,FALSE,0.8,0.2
119,-2.12538953303688,2.65422691260095,-0.156008600683415,"Converged","MLE",FALSE,FALSE,0.8,0.2
120,-1.93401380279561,2.71686651478019,-0.142712482344539,"Converged","MLE",FALSE,FALSE,0.8,0.2
121,-0.963110770427436,-0.858540874541811,-0.120880217919777,"Converged","CC",FALSE,FALSE,0.8,0.2
122,-2.03008146035525,1.65094855361856,-0.0444892484640985,"Converged","MLE",FALSE,FALSE,0.8,0.2
123,-1.46112600953985,0.690593917773207,-0.141467292721818,"Converged","MLE",FALSE,FALSE,0.8,0.2
124,-1.96306527940938,2.55226273972172,-0.15298420075623,"Converged","MLE",FALSE,FALSE,0.8,0.2
125,-1.82176896538478,1.47775900635917,-0.0752256081532169,"Converged","MLE",FALSE,FALSE,0.8,0.2
126,-2.9081911178891,4.68046768227264,-0.0772020946566969,"Converged","CC",FALSE,FALSE,0.8,0.2
127,-2.18726764502796,3.04125324515359,-0.0991325909959157,"Converged","CC",FALSE,FALSE,0.8,0.2
128,-2.06483797325462,2.21601658451601,-0.107143228285226,"Converged","CC",FALSE,FALSE,0.8,0.2
129,-3.38252643886717,5.1834991682892,-0.0321597921065286,"Converged","MLE",FALSE,FALSE,0.8,0.2
130,-2.36790579528245,2.41848430218211,-0.0435180532050221,"Converged","MLE",FALSE,FALSE,0.8,0.2
131,-3.58264698974787,6.69474064178679,-0.0760002953966924,"Converged","MLE",TRUE,FALSE,0.8,0.2
132,-2.59120557614707,4.28220655994228,-0.109655311786467,"Converged","MLE",FALSE,FALSE,0.8,0.2
133,-1.90447344946604,0.629476248251387,-0.0636313608049884,"Converged","MLE",FALSE,FALSE,0.8,0.2
134,-2.57766874168796,3.75984842872638,-0.131619691439925,"Converged","MLE",FALSE,FALSE,0.8,0.2
135,-1.72902044618357,1.34358783869748,-0.0875057572487613,"Converged","MLE",FALSE,FALSE,0.8,0.2
136,-1.47904412381158,0.156307147773753,-0.0871657207415312,"Converged","CC",FALSE,FALSE,0.8,0.2
137,-2.05511349645607,1.66451160059968,-0.0624362926553872,"Converged","MLE",FALSE,FALSE,0.8,0.2
138,-2.84764664755561,4.18957088581024,-0.0745266660733372,"Converged","CC",FALSE,FALSE,0.8,0.2
139,-2.67835338816812,3.73615187193135,-0.0781268873417387,"Converged","MLE",FALSE,FALSE,0.8,0.2
140,-1.90385944260623,2.10444654965356,-0.109501594153688,"Converged","CC",FALSE,FALSE,0.8,0.2
141,-2.38869471471494,2.98541201660867,-0.0802159991770064,"Converged","MLE",FALSE,FALSE,0.8,0.2
142,-1.80965947080299,1.59862589948231,-0.0788865183488943,"Converged","CC",FALSE,FALSE,0.8,0.2
143,-1.86986409996497,2.1769378351197,-0.114055009986227,"Converged","MLE",FALSE,FALSE,0.8,0.2
144,-2.88075131685931,3.70138952480487,-0.0359014308305107,"Converged","MLE",FALSE,FALSE,0.8,0.2
145,-2.01340208098701,2.91356886739119,-0.174552798988365,"Converged","MLE",FALSE,FALSE,0.8,0.2
146,-1.07210862926852,0.342036086302966,-0.187725423488068,"Converged","MLE",FALSE,FALSE,0.8,0.2
147,-2.219727983059,1.79591151863659,-0.047117423727803,"Converged","CC",FALSE,FALSE,0.8,0.2
148,-2.17938919739767,2.45867722486258,-0.099612715122869,"Converged","CC",FALSE,FALSE,0.8,0.2
149,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.8,0.2
150,-1.34035959374,0.395056808418627,-0.13864802235591,"Converged","CC",FALSE,FALSE,0.8,0.2
151,-2.51548991823185,3.53990528924472,-0.0829873987071832,"Converged","MLE",FALSE,FALSE,0.8,0.2
152,-2.19604654905881,1.99994113756632,-0.0699503666911029,"Converged","MLE",FALSE,FALSE,0.8,0.2
153,-1.93450279487353,2.35803361006665,-0.144789839050321,"Converged","CC",TRUE,TRUE,0.8,0.2
154,NA,NA,NA,"MAX_ITER reached","MLE",FALSE,FALSE,0.8,0.2
155,-1.66874855255051,2.917257660299,-0.213419071880872,"Converged","MLE",FALSE,FALSE,0.8,0.2
156,-2.00576777472635,2.8272697498198,-0.139368794028698,"Converged","CC",TRUE,FALSE,0.8,0.2
157,-1.74049622357585,1.35642267969445,-0.0722717657300978,"Converged","CC",FALSE,FALSE,0.8,0.2
158,-1.44586126191437,0.762118964641182,-0.110093291322339,"Converged","CC",FALSE,FALSE,0.8,0.2
159,-1.0593354780116,0.618197791888751,-0.198687349018037,"Converged","MLE",FALSE,FALSE,0.8,0.2
160,-2.17164177159425,1.98995171874976,-0.0689018068733705,"Converged","MLE",FALSE,FALSE,0.8,0.2
161,-1.85627974938984,2.09029125297048,-0.110532689202652,"Converged","CC",FALSE,FALSE,0.8,0.2
162,-1.77839991101087,0.551851495807421,-0.0713064557180816,"Converged","MLE",FALSE,FALSE,0.8,0.2
163,-2.16064193245677,2.91075924338167,-0.117531387005924,"Converged","CC",FALSE,FALSE,0.8,0.2
164,-1.7643354033507,0.710397225025363,-0.0630000752757012,"Converged","MLE",FALSE,FALSE,0.8,0.2
165,-1.8579312853681,1.75216290518666,-0.109373759479203,"Converged","MLE",FALSE,FALSE,0.8,0.2
166,-1.22675771361866,-0.606610089595027,-0.0805007501335045,"Converged","CC",FALSE,FALSE,0.8,0.2
167,-2.17046159384174,2.57572267615144,-0.0714757519134434,"Converged","CC",FALSE,FALSE,0.8,0.2
168,-2.72215329216216,3.36381617847744,-0.0371603558097608,"Converged","MLE",FALSE,FALSE,0.8,0.2
169,-1.61167604672676,0.927333858576341,-0.0864750365481372,"Converged","CC",FALSE,FALSE,0.8,0.2
170,-2.46982831345377,2.78612863738294,-0.0556583808833187,"Converged","MLE",FALSE,FALSE,0.8,0.2
171,-2.91469248417167,4.55605483404374,-0.0896211222043169,"Converged","MLE",FALSE,FALSE,0.8,0.2
172,-1.25830196773805,-0.661832425892656,-0.0872513682941898,"Converged","MLE",TRUE,FALSE,0.8,0.2
173,-2.95383002837402,4.69060498957672,-0.113902221104747,"Converged","CC",FALSE,FALSE,0.8,0.2
174,-1.61972394614704,0.490968190023219,-0.0526934535902412,"Converged","CC",FALSE,FALSE,0.8,0.2
175,-2.91782822538618,4.46242432372794,-0.0927238018502077,"Converged","CC",FALSE,FALSE,0.8,0.2
176,-1.44669956174665,0.333881184741219,-0.114581088735092,"Converged","CC",FALSE,FALSE,0.8,0.2
177,-1.51857929102241,1.65175080202467,-0.17147700587705,"Converged","CC",FALSE,FALSE,0.8,0.2
178,-1.29305301965578,0.110538345953317,-0.1267429765594,"Converged","MLE",FALSE,FALSE,0.8,0.2
179,-1.79993508006656,1.79878987732682,-0.133971262751689,"Converged","MLE",FALSE,FALSE,0.8,0.2
180,-1.98591563350923,2.13096407536156,-0.103741656747211,"Converged","MLE",FALSE,FALSE,0.8,0.2
181,-0.791455387910597,-0.828253433459681,-0.134825605488114,"Converged","MLE",FALSE,FALSE,0.8,0.2
182,-2.37509471501228,3.47171374330325,-0.16342983315352,"Converged","MLE",FALSE,FALSE,0.8,0.2
183,-1.90874130386063,3.01354108932422,-0.163014502117524,"Converged","MLE",TRUE,FALSE,0.8,0.2
184,-2.61980042611173,3.1518721807871,-0.0642500685373084,"Converged","MLE",FALSE,FALSE,0.8,0.2
185,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.8,0.2
186,-1.17634247285704,0.0935079787403583,-0.122454136121328,"Converged","CC",FALSE,FALSE,0.8,0.2
187,-2.00200201504113,2.08141997332194,-0.110503761836695,"Converged","MLE",FALSE,FALSE,0.8,0.2
188,-1.69241956529098,1.54180202414966,-0.138230632590923,"Converged","MLE",FALSE,FALSE,0.8,0.2
189,-2.28479161930631,2.2149242071743,-0.037493143386392,"Converged","CC",FALSE,FALSE,0.8,0.2
190,-1.63008202819328,1.96028687682885,-0.136974927978525,"Converged","CC",FALSE,FALSE,0.8,0.2
191,-2.46805749252564,3.16622327804765,-0.115827255029802,"Converged","CC",FALSE,FALSE,0.8,0.2
192,-1.69806591604326,1.15856987447859,-0.0794230724451231,"Converged","MLE",FALSE,FALSE,0.8,0.2
193,-2.53346730692222,3.26720690196447,-0.0798489879772696,"Converged","MLE",FALSE,FALSE,0.8,0.2
194,-1.59732971594994,1.6731171696301,-0.145450222557532,"Converged","CC",FALSE,FALSE,0.8,0.2
195,-0.919916794433177,-0.995899353278845,-0.103462152729757,"Converged","MLE",FALSE,FALSE,0.8,0.2
196,-1.86769193251739,0.968275451482702,-0.0643130021147376,"Converged","CC",FALSE,FALSE,0.8,0.2
197,-3.39099194888214,6.02821937644864,-0.0636987190512259,"Converged","MLE",FALSE,FALSE,0.8,0.2
198,NA,NA,NA,NA,"MLE",FALSE,TRUE,0.8,0.2
199,-2.04446290455262,1.8725173327161,-0.130618112303755,"Converged","MLE",FALSE,FALSE,0.8,0.2
