"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_data_resampled","tpr","fpr"
1,-1.93306198224297,2.41108314088128,-0.126890075495796,"Converged",NA,0.8,0.2
2,-1.34084339537635,0.5265041995773,-0.144738370843351,"Converged",NA,0.8,0.2
3,-2.11465393655986,2.11422230992723,-0.048486145427243,"Converged",NA,0.8,0.2
4,-1.72535728110663,1.23286339151798,-0.0821736322252746,"Converged",NA,0.8,0.2
5,-2.13572978776368,1.75191444419245,-0.0713156405528538,"Converged",NA,0.8,0.2
6,-2.01230004681743,1.69082575711888,-0.072064063809817,"Converged",NA,0.8,0.2
7,-1.44443718625256,-0.00598692018556185,-0.135951865206422,"Converged",NA,0.8,0.2
8,-1.69864201203214,1.29377628627446,-0.102061555930849,"Converged",NA,0.8,0.2
9,-1.81757546930225,0.258773120082709,-0.0523310953982679,"Converged",NA,0.8,0.2
10,-1.74124848800696,1.76421567218294,-0.128673874355041,"Converged",NA,0.8,0.2
11,-1.47320823141949,1.05190871388407,-0.105668943936912,"Converged",NA,0.8,0.2
12,-3.17764086340745,5.60117294032629,-0.0749807195683036,"Converged",NA,0.8,0.2
13,-2.06154873556158,2.7041564573626,-0.106304138145087,"Converged",NA,0.8,0.2
14,-2.04039877240788,2.37586236828257,-0.101448547918968,"Converged",NA,0.8,0.2
15,-3.11124148241654,4.793320216674,-0.0368133165951559,"Converged",NA,0.8,0.2
16,-2.8193101760321,4.35971190807687,-0.0673639450474973,"Converged",NA,0.8,0.2
17,-1.83618107325943,1.67443720257748,-0.0828815070924856,"Converged",NA,0.8,0.2
18,-2.20933412060213,1.6642953797469,-0.0337336213585532,"Converged",NA,0.8,0.2
19,-2.19664097841387,2.48387611736129,-0.108540383374249,"Converged",NA,0.8,0.2
20,-1.8269218078022,2.42741404429639,-0.136529668441724,"Converged",NA,0.8,0.2
21,-2.04027392167788,2.62389811524485,-0.14390926185362,"Converged",NA,0.8,0.2
22,-2.03724897001801,1.90824622758187,-0.0777568764416045,"Converged",NA,0.8,0.2
23,-1.61887433718449,0.482478664197452,-0.0747168451859384,"Converged",NA,0.8,0.2
24,-1.78370902825166,2.18456443049813,-0.128280021890578,"Converged",NA,0.8,0.2
25,-1.55157356669822,0.46507269937115,-0.101990501813892,"Converged",NA,0.8,0.2
26,-1.7550970671952,1.32983101261814,-0.109677953512056,"Converged",NA,0.8,0.2
27,-1.53749959713402,1.00426485413351,-0.0952103003350186,"Converged",NA,0.8,0.2
28,-2.31604407222009,2.90427235534215,-0.101346882285637,"Converged",NA,0.8,0.2
29,-1.91530297170863,2.48750790234185,-0.108777177568362,"Converged",NA,0.8,0.2
30,-2.6556964055064,3.88889123318485,-0.0876232132504171,"Converged",NA,0.8,0.2
31,-2.3667275245759,2.91598905814432,-0.0744123739652439,"Converged",NA,0.8,0.2
32,-2.08070307607769,2.24366471126193,-0.0939033465255189,"Converged",NA,0.8,0.2
33,-2.1268778276974,2.94341805855469,-0.12854068136057,"Converged",NA,0.8,0.2
34,-1.37686789296298,-0.46812995677729,-0.0582982506193124,"Converged",NA,0.8,0.2
35,-1.74226180649453,1.62238135397829,-0.129243368906478,"Converged",NA,0.8,0.2
36,-0.175435660600563,-3.36374563596972,-0.107351655687028,"Converged",NA,0.8,0.2
37,-1.87800118475095,1.16970448468346,-0.0529996055317002,"Converged",NA,0.8,0.2
38,-2.32350208331642,2.71325617358992,-0.0815384699372432,"Converged",NA,0.8,0.2
39,-1.50831680248399,1.0973459432946,-0.123674339627055,"Converged",NA,0.8,0.2
40,-2.3196020400887,2.98006626607168,-0.109912954855466,"Converged",NA,0.8,0.2
41,-1.6715202716034,1.07743548567211,-0.109327877052739,"Converged",NA,0.8,0.2
42,-2.87755468187852,4.25082082894497,-0.0876837648407107,"Converged",NA,0.8,0.2
43,-1.54194151757311,0.868382076547072,-0.113373152629533,"Converged",NA,0.8,0.2
44,-2.04016030220348,2.35418851311522,-0.148703473602491,"Converged",NA,0.8,0.2
45,-1.6931911746051,0.825901970630587,-0.098970494836087,"Converged",NA,0.8,0.2
46,-1.58868139481212,0.960907294748502,-0.175522705239816,"Converged",NA,0.8,0.2
47,-1.56878460062392,1.23177043133709,-0.106571106743289,"Converged",NA,0.8,0.2
48,-2.07551769458121,3.04836826793165,-0.137446034580419,"Converged",NA,0.8,0.2
49,-2.53785998672396,3.89950530109022,-0.05712637146688,"Converged",NA,0.8,0.2
50,-1.67783232669415,0.954207620978667,-0.101881055638976,"Converged",NA,0.8,0.2
51,-1.52225997181318,1.06315631735425,-0.117213217300103,"Converged",NA,0.8,0.2
52,-1.55893302601355,0.319465917075523,-0.0742371564895104,"Converged",NA,0.8,0.2
53,-1.99333770688951,1.88051550689616,-0.115510702292894,"Converged",NA,0.8,0.2
54,-2.10247812379255,2.85207173442282,-0.152112262757888,"Converged",NA,0.8,0.2
55,-1.26739892956251,-0.13438659367782,-0.0983878504151215,"Converged",NA,0.8,0.2
56,-2.25372396835734,2.08135765350236,-0.0331112308285076,"Converged",NA,0.8,0.2
57,-1.42516986917661,2.06160801487548,-0.248892747029911,"Converged",NA,0.8,0.2
58,-1.56306515649972,1.12334286975809,-0.127240557781779,"Converged",NA,0.8,0.2
59,-1.59318888182816,0.79285149744715,-0.118593519735387,"Converged",NA,0.8,0.2
60,-2.44499650556031,2.79377460473878,-0.0583555151409784,"Converged",NA,0.8,0.2
61,-2.12179724342053,2.32094762719333,-0.100039519463287,"Converged",NA,0.8,0.2
62,-1.36758994946525,-0.305776962650178,-0.0641108393085586,"Converged",NA,0.8,0.2
63,-1.06427821512061,-1.14543110510136,-0.0866481643239992,"Converged",NA,0.8,0.2
64,-2.20492657581706,2.59248063354845,-0.117841660629552,"Converged",NA,0.8,0.2
65,-1.53637632988024,0.490785716861352,-0.0736820693290963,"Converged",NA,0.8,0.2
66,-1.00284412667783,-0.697512145070405,-0.116402383532303,"Converged",NA,0.8,0.2
67,-1.32309332404271,0.578665467860348,-0.108394849007978,"Converged",NA,0.8,0.2
68,-2.04606730962806,2.81263511651647,-0.15221480090811,"Converged",NA,0.8,0.2
69,-2.37285919650985,2.78513181551293,-0.0460148193597072,"Converged",NA,0.8,0.2
70,-1.88597597436933,1.36338857719711,-0.0868206638375868,"Converged",NA,0.8,0.2
71,-2.09934444227063,2.61526489574733,-0.107922987678955,"Converged",NA,0.8,0.2
72,-2.56930951632133,3.67539251324029,-0.109321379096604,"Converged",NA,0.8,0.2
73,-1.48580111764692,0.350935898562787,-0.0898740248543535,"Converged",NA,0.8,0.2
74,-2.69521005507545,3.42906842399284,-0.0714641220399071,"Converged",NA,0.8,0.2
75,-1.84421544774553,2.31718698490703,-0.145037720643789,"Converged",NA,0.8,0.2
76,-1.91759990600686,1.72650094302557,-0.0826503284484394,"Converged",NA,0.8,0.2
77,-2.2176383027475,3.26493297691808,-0.0884343952026691,"Converged",NA,0.8,0.2
78,-1.30814050797564,-0.153784134096093,-0.094714038123454,"Converged",NA,0.8,0.2
79,-1.46636776456183,0.375155016448952,-0.0851413581858413,"Converged",NA,0.8,0.2
80,-1.90452786950517,2.82682868235949,-0.145034738087736,"Converged",NA,0.8,0.2
81,-1.27300169335089,0.171722003931488,-0.112882239463695,"Converged",NA,0.8,0.2
82,-1.33904978604068,0.935624363079031,-0.135032781891509,"Converged",NA,0.8,0.2
83,-2.12889742431676,2.54086480471981,-0.0967523526871569,"Converged",NA,0.8,0.2
84,-1.84197660411765,0.461915869744663,-0.0560946266693906,"Converged",NA,0.8,0.2
85,-1.1847648499006,0.369519332741053,-0.136722060992303,"Converged",NA,0.8,0.2
86,-1.68368287122567,1.50874928210213,-0.118777922305466,"Converged",NA,0.8,0.2
87,-2.12453521511494,2.39870760988912,-0.0908762641801511,"Converged",NA,0.8,0.2
88,-1.18082483471405,-0.560302743054861,-0.082457063763036,"Converged",NA,0.8,0.2
89,-2.40416939227081,2.91371011805014,-0.0669020515875713,"Converged",NA,0.8,0.2
90,-1.86364043198185,3.24490803649429,-0.227967699180877,"Converged",NA,0.8,0.2
91,-1.46816600566219,0.624403134199089,-0.0852131518265575,"Converged",NA,0.8,0.2
92,-3.24793331835176,4.63998492913601,-0.0852535353744616,"Converged",NA,0.8,0.2
93,-2.27583625777109,3.12804440519374,-0.101201083438797,"Converged",NA,0.8,0.2
94,-1.89533981177279,1.87586564101312,-0.100884395550734,"Converged",NA,0.8,0.2
95,-1.84218634859894,2.00041966569387,-0.109736273532365,"Converged",NA,0.8,0.2
96,-1.82164195735791,1.79269836265823,-0.0842428359279601,"Converged",NA,0.8,0.2
97,-3.27979324303181,4.81383123745537,-0.034100587196752,"Converged",NA,0.8,0.2
98,-1.73793140709781,0.307257568291452,-0.0746910815805684,"Converged",NA,0.8,0.2
99,-0.990667523775928,-1.09717982074147,-0.103544198846715,"Converged",NA,0.8,0.2
100,-1.28478964466132,0.667750982280979,-0.142816045895208,"Converged",NA,0.8,0.2
101,-2.31293030963043,2.69254121397721,-0.110058405571573,"Converged",NA,0.8,0.2
102,-2.64965000584762,4.4052594282341,-0.087538315040656,"Converged",NA,0.8,0.2
103,-1.75866493200746,2.08834041442793,-0.151230285646224,"Converged",NA,0.8,0.2
104,-1.68321249819556,2.26721447111187,-0.196892041775362,"Converged",NA,0.8,0.2
105,-2.97365996099525,3.5480932974141,-0.0147801850213249,"Converged",NA,0.8,0.2
106,-2.10299426318353,1.40352889425439,-0.0487976856648777,"Converged",NA,0.8,0.2
107,-2.0438286124569,2.21810539446618,-0.112683022326514,"Converged",NA,0.8,0.2
108,-1.80501301087517,1.45488976360491,-0.125263813451693,"Converged",NA,0.8,0.2
109,-1.64233842906264,1.32176033434181,-0.112724684706577,"Converged",NA,0.8,0.2
110,-1.26334285216775,0.461197802217799,-0.156731357825779,"Converged",NA,0.8,0.2
111,-1.2906367446509,0.178144612323829,-0.11410809962449,"Converged",NA,0.8,0.2
112,-1.88775597424137,1.45813308484019,-0.0881796525833248,"Converged",NA,0.8,0.2
113,-2.63397007396141,4.30855769943639,-0.117025849640697,"Converged",NA,0.8,0.2
114,-2.03770970914657,2.54283236001897,-0.143145970179877,"Converged",NA,0.8,0.2
115,-1.83459573209107,1.95583361079297,-0.113721394460142,"Converged",NA,0.8,0.2
116,-0.805438752930388,-1.00204179796812,-0.143875347932456,"Converged",NA,0.8,0.2
117,-2.49600988386962,2.92911201448589,-0.0785870693036145,"Converged",NA,0.8,0.2
118,-2.46792983439554,2.8627383477337,-0.072745408211606,"Converged",NA,0.8,0.2
119,-0.991446236868608,0.00340770462537612,-0.15276774555908,"Converged",NA,0.8,0.2
120,-2.0665848889275,3.69154295785063,-0.172860968927083,"Converged",NA,0.8,0.2
121,-0.301630634197736,-1.89483000237013,-0.167903432900985,"Converged",NA,0.8,0.2
122,-2.03608316841056,1.67564934987552,-0.0409112201636434,"Converged",NA,0.8,0.2
123,-2.33176710773925,1.11725166838844,0.0361293185518915,"Converged",NA,0.8,0.2
124,-1.2743780586992,0.330170928738339,-0.150789029173742,"Converged",NA,0.8,0.2
125,-2.52142644694771,3.33011567870117,-0.077876764203087,"Converged",NA,0.8,0.2
126,-1.63248441232236,2.02682921409516,-0.179352918253155,"Converged",NA,0.8,0.2
127,-1.65158922228233,1.72543685524482,-0.131419302209576,"Converged",NA,0.8,0.2
128,-2.57206248237856,4.09047187045766,-0.1133456166081,"Converged",NA,0.8,0.2
129,-3.17315629820817,5.26359752265908,-0.106856023926222,"Converged",NA,0.8,0.2
130,-2.06879352902688,2.41810240329085,-0.10547574134018,"Converged",NA,0.8,0.2
131,-1.10445639561835,0.203188417558504,-0.131850892444155,"Converged",NA,0.8,0.2
132,-2.11010720603377,2.30193124926888,-0.0889033542862187,"Converged",NA,0.8,0.2
133,-2.05841419019479,2.01843551738762,-0.101604063284625,"Converged",NA,0.8,0.2
134,-1.92981961542659,1.45355192655206,-0.083810989453196,"Converged",NA,0.8,0.2
135,-2.22021400815648,2.93254761968892,-0.121084242430649,"Converged",NA,0.8,0.2
136,-1.06815955492203,-1.44957241525651,-0.0648057172926165,"Converged",NA,0.8,0.2
137,-1.15761330298966,0.594648108695769,-0.182696264904756,"Converged",NA,0.8,0.2
138,-2.03123711665782,2.54984229786666,-0.125334243024489,"Converged",NA,0.8,0.2
139,-1.4714866868247,-0.888405870464124,-0.0166209498350183,"Converged",NA,0.8,0.2
140,-2.34950804057915,3.46268664899107,-0.0941029894086381,"Converged",NA,0.8,0.2
141,-2.54508449369535,4.32061444297994,-0.107047323433207,"Converged",NA,0.8,0.2
142,-2.112287672342,1.74522821905116,-0.0630625557742093,"Converged",NA,0.8,0.2
143,-1.67869437509525,0.735585273676037,-0.0617577027690279,"Converged",NA,0.8,0.2
144,-2.81348334796562,4.75706587560555,-0.119594047665109,"Converged",NA,0.8,0.2
145,-0.993672404949632,-0.486346390510139,-0.139964411467554,"Converged",NA,0.8,0.2
146,-2.04737913689523,2.52269556418814,-0.123180699898774,"Converged",NA,0.8,0.2
147,-2.05415055129052,2.27067983772707,-0.120152032042996,"Converged",NA,0.8,0.2
148,-1.41653065769066,-0.575099370861988,-0.0533915967582759,"Converged",NA,0.8,0.2
149,-1.3367209623305,-0.0489583209049233,-0.0851623175290778,"Converged",NA,0.8,0.2
150,-1.84243060304348,2.15904348293654,-0.100344867435121,"Converged",NA,0.8,0.2
151,-1.94641867066979,1.98808769150839,-0.0878083195048812,"Converged",NA,0.8,0.2
152,-2.3142117954517,2.77498028802338,-0.101126235445222,"Converged",NA,0.8,0.2
153,-2.7647403885835,4.72282886742146,-0.136553763069171,"Converged",NA,0.8,0.2
154,-2.43741391691081,2.27083983415396,-0.0106233153829982,"Converged",NA,0.8,0.2
155,-1.56862233787547,-0.033092050946152,-0.0472184875791123,"Converged",NA,0.8,0.2
156,-1.0175680678149,-0.131953951056689,-0.127155074597955,"Converged",NA,0.8,0.2
157,-1.99122572754305,1.99905030222831,-0.119374171635756,"Converged",NA,0.8,0.2
158,-1.67063889325316,0.965686919292056,-0.103733771939145,"Converged",NA,0.8,0.2
159,-2.09377636794676,2.37823765842561,-0.12667127333042,"Converged",NA,0.8,0.2
160,-1.96629275617389,1.48119301883484,-0.103542307323972,"Converged",NA,0.8,0.2
161,-1.0660727889489,-0.864552597101069,-0.105155868871382,"Converged",NA,0.8,0.2
162,-2.28315772998298,3.06238382560144,-0.11466327895395,"Converged",NA,0.8,0.2
163,-1.46001290378331,1.39210901601966,-0.121169606051095,"Converged",NA,0.8,0.2
164,-2.87867280868367,4.73047627834599,-0.0634268216292348,"Converged",NA,0.8,0.2
165,-2.20263380558861,2.47421446111171,-0.091428737061992,"Converged",NA,0.8,0.2
166,-2.48679963642635,4.81377278924537,-0.173462225727213,"Converged",NA,0.8,0.2
167,-2.84335452834844,3.52698201562072,-0.0077843005969656,"Converged",NA,0.8,0.2
168,-1.68673108507416,1.5718032809449,-0.116242504354049,"Converged",NA,0.8,0.2
169,-1.57958997656618,0.975080677029428,-0.131667656957376,"Converged",NA,0.8,0.2
170,-1.82537237598395,1.72057357735756,-0.0860220327089929,"Converged",NA,0.8,0.2
171,-1.46262880862371,0.304750576095272,-0.0935729620009752,"Converged",NA,0.8,0.2
172,-2.20455461467545,2.71472215417382,-0.106211395825911,"Converged",NA,0.8,0.2
173,-1.54137997573785,0.0292736252677352,-0.0388047333576319,"Converged",NA,0.8,0.2
174,-2.2387242194522,2.03071449345408,-0.0789623982672915,"Converged",NA,0.8,0.2
175,-2.21200558697583,3.15304079688218,-0.102018060448091,"Converged",NA,0.8,0.2
176,-1.47195795618598,0.499286866212643,-0.10226499691157,"Converged",NA,0.8,0.2
177,-1.74441196196103,1.010989943395,-0.0687454861990079,"Converged",NA,0.8,0.2
178,-1.47567272719002,0.807300373366049,-0.120404033181749,"Converged",NA,0.8,0.2
179,-1.84764454944104,1.6001274735775,-0.110135758616884,"Converged",NA,0.8,0.2
180,-2.64827988792945,3.3147735443964,-0.0344961650668051,"Converged",NA,0.8,0.2
181,-2.18059059294168,1.58056947849782,-0.0178060126930996,"Converged",NA,0.8,0.2
182,-1.29123703142933,-0.155186850025637,-0.116126663048385,"Converged",NA,0.8,0.2
183,-2.69322935953568,3.87932333083343,-0.088130810436495,"Converged",NA,0.8,0.2
184,-2.39323537139763,3.74062833789897,-0.127331186904098,"Converged",NA,0.8,0.2
185,-2.18285535043171,1.69383554091926,-0.0712462555851266,"Converged",NA,0.8,0.2
186,-1.3414936621349,0.864359164132303,-0.150032316246408,"Converged",NA,0.8,0.2
187,-2.08721436849545,2.0846809140358,-0.0810040547773007,"Converged",NA,0.8,0.2
188,-0.803950710138385,-1.34208218028064,-0.10108635327727,"Converged",NA,0.8,0.2
189,-1.64083445240969,1.59824229830977,-0.172210416684913,"Converged",NA,0.8,0.2
190,-1.42574849050767,0.938929266586315,-0.166919993703107,"Converged",NA,0.8,0.2
191,-1.82104824270952,1.42328852004927,-0.104697745448338,"Converged",NA,0.8,0.2
192,-1.67971851083385,0.660481093966888,-0.0582991663981436,"Converged",NA,0.8,0.2
193,-2.15916510768679,2.80984813290366,-0.101078250576178,"Converged",NA,0.8,0.2
194,-2.4013618621695,3.15506667164212,-0.0782276360367287,"Converged",TRUE,0.8,0.2
195,-1.78565520434901,0.906989308694329,-0.0465295248916564,"Converged",NA,0.8,0.2
196,-1.75380346329929,1.71587195539711,-0.118223891706415,"Converged",NA,0.8,0.2
197,-1.80880185903691,1.73810473854607,-0.109832383707989,"Converged",NA,0.8,0.2
198,-2.06754762586372,2.17938010475692,-0.104988200606347,"Converged",NA,0.8,0.2
199,-2.03680710866859,2.24730799270719,-0.11471966408241,"Converged",NA,0.8,0.2
200,-1.9061946879159,1.34265818003476,-0.0670715751741948,"Converged",NA,0.8,0.2
201,-2.3172120697794,3.01773950968643,-0.0825014571669242,"Converged",NA,0.8,0.2
202,-1.5225142082303,0.499334060709909,-0.0663620082479563,"Converged",NA,0.8,0.2
203,-2.5974632673412,4.19715781314751,-0.0980695588970665,"Converged",NA,0.8,0.2
204,-1.92231779631086,1.75780960500842,-0.116259127681899,"Converged",NA,0.8,0.2
205,-2.09474263788432,2.18197343735901,-0.0651379416306409,"Converged",NA,0.8,0.2
206,-2.38834737291676,3.36401153209852,-0.118734996310266,"Converged",NA,0.8,0.2
207,-2.76711272051759,3.4810315794781,-0.0327566398250582,"Converged",NA,0.8,0.2
208,-1.70162668519678,1.00669505445776,-0.0634575263916136,"Converged",NA,0.8,0.2
209,-1.85045029257203,0.9512554167512,-0.0654678297166563,"Converged",NA,0.8,0.2
210,-1.4440998433173,1.61581435457926,-0.173915709808582,"Converged",NA,0.8,0.2
211,-2.28047534515406,4.06502773445749,-0.175322923567114,"Converged",NA,0.8,0.2
212,-1.09903355308544,-1.20157633212889,-0.0815852788500911,"Converged",NA,0.8,0.2
213,-0.860094384457551,-0.90046944318031,-0.14201474614695,"Converged",NA,0.8,0.2
214,-2.50284626139207,2.57970989650245,-0.0327857831422026,"Converged",NA,0.8,0.2
215,-1.76277966448837,2.99645158194691,-0.175640038065058,"Converged",NA,0.8,0.2
216,-1.45199762684111,0.844372356623893,-0.116938777099987,"Converged",NA,0.8,0.2
217,-2.86465533958171,4.50106759307303,-0.0979703436668267,"Converged",NA,0.8,0.2
218,-1.84429993464202,0.864180393014285,-0.0263312270844663,"Converged",NA,0.8,0.2
219,-1.9109491416449,1.64228170245768,-0.0715428834403336,"Converged",NA,0.8,0.2
220,-1.82704657422501,0.890262360591213,-0.043480092409874,"Converged",NA,0.8,0.2
221,-2.73994909998151,3.33556054577883,-0.0692816250317266,"Converged",NA,0.8,0.2
222,-1.72487694824726,0.31229293295142,-0.0218064215437079,"Converged",NA,0.8,0.2
223,-1.57374483211425,1.06628719473595,-0.11928374968213,"Converged",NA,0.8,0.2
224,-2.23685795612044,3.20601762005856,-0.167680392424458,"Converged",NA,0.8,0.2
225,-2.42732152847087,3.51936200355134,-0.128852701721722,"Converged",NA,0.8,0.2
226,-2.0451888985086,2.14335695534881,-0.102425852296315,"Converged",NA,0.8,0.2
227,-1.71163114967414,1.61209633101764,-0.136298879895386,"Converged",NA,0.8,0.2
228,-2.07582221288512,1.68502797281367,-0.0349215243262481,"Converged",NA,0.8,0.2
229,-1.62205191626446,1.75188522274859,-0.162335965627716,"Converged",NA,0.8,0.2
230,-1.74915310302626,0.984880811222729,-0.0677690129238638,"Converged",NA,0.8,0.2
231,-1.92627708583666,1.32381552718826,-0.0925279578649018,"Converged",NA,0.8,0.2
232,-1.62513631069572,1.66898124517138,-0.116421740182446,"Converged",NA,0.8,0.2
233,-1.48055900716155,0.523126651517936,-0.0978870246452588,"Converged",NA,0.8,0.2
234,-2.34611480873908,2.8577383392808,-0.10185018346652,"Converged",NA,0.8,0.2
235,-2.78026488254526,4.53085534763235,-0.149462425979425,"Converged",NA,0.8,0.2
236,-2.674220956593,4.49061472441399,-0.101481413770165,"Converged",NA,0.8,0.2
237,-2.28056021717176,2.7500239251852,-0.0776799911985108,"Converged",NA,0.8,0.2
238,-1.80326069473407,1.49224610405607,-0.0970921796842167,"Converged",NA,0.8,0.2
239,-1.47247775523988,0.721885581570016,-0.110142584005096,"Converged",NA,0.8,0.2
240,-2.52304090293079,3.44766058585568,-0.0727679877129098,"Converged",NA,0.8,0.2
241,-1.73320337691867,0.329407734751173,-0.0370300073055891,"Converged",NA,0.8,0.2
242,-1.11565728627343,-0.108092251873808,-0.134743735421386,"Converged",NA,0.8,0.2
243,-1.75070462354371,1.64475759949243,-0.124915691498822,"Converged",NA,0.8,0.2
244,-1.98861744242278,1.23139735650192,-0.0756485910713027,"Converged",NA,0.8,0.2
245,-1.36956388594457,0.798910945802752,-0.115057060104161,"Converged",NA,0.8,0.2
246,-1.18879941534622,0.243810637110875,-0.105458524798346,"Converged",NA,0.8,0.2
247,-2.03588339526983,1.20893060998198,-0.0406751900992169,"Converged",NA,0.8,0.2
248,-2.38307053218104,2.31980155000606,-0.0622885003655054,"Converged",NA,0.8,0.2
249,-2.00077318601865,2.81830446098813,-0.145222491341415,"Converged",NA,0.8,0.2
